track_id,energy,tempo,speechiness,acousticness,instrumentalness,danceability,loudness,valence
04gmJvY5T9duH3eFXwPxV7,0.28,116.109,0.0313,0.788,8.78e-05,0.545,-9.302,0.188
04hTnUZF47uCQeYAMEequk,0.983,111.84,0.0875,7.56e-06,0.0208,0.367,-5.232,0.0394
04hVFgVg7wcl7TXH50IbDB,0.388,104.89,0.0353,0.751,0.0,0.722,-6.507,0.778
04hWLKwZKdwl1mZHafiphV,0.797,105.395,0.0435,0.2,0.0,0.707,-7.143,0.633
04iBN2ttkQBfGLj6DYlhKF,0.822,153.115,0.105,0.00457,1.77e-05,0.38,-5.095,0.558
04ilBEd1FVUhpv9ItR6yTN,0.489,97.982,0.0535,0.744,2.59e-06,0.694,-13.119,0.695
04j2YvoGqnRSTDyzRdZkqq,0.577,84.09,0.0592,0.444,3.36e-05,0.36,-8.386,0.164
04jKPCVGc82XhNirNe4ISw,0.799,122.045,0.0433,0.00259,0.00343,0.806,-8.704,0.971
04jrgiz8tXWtOGZXQmfa6q,0.0668,141.069,0.0432,0.989,0.914,0.16,-18.868,0.0344
04jws4WzgDWygaSTdPIswc,0.923,149.943,0.11,0.152,0.0,0.475,-2.346,0.194
04kFbc7Llwrs3kp26o2spJ,0.872,150.0,0.0337,0.33,0.00127,0.683,-2.414,0.49
04kqG8I1vOQRC5KlWYcfSl,0.183,91.889,0.0535,0.935,0.0,0.483,-10.173,0.4
04lyRXbsdqfn3QgAyENYqc,0.929,105.494,0.0601,0.139,0.0,0.567,-4.641,0.88
04mVWR2uAdl1ONhlWf93rC,0.832,98.015,0.032,0.112,0.00175,0.615,-4.82,0.413
04o1cc3SZKXhAGFugDUHMx,0.698,122.984,0.0483,0.0566,0.0166,0.755,-6.85,0.81
04oItkpD3fFzwQjZGAEBgo,0.665,78.019,0.117,0.018,0.0,0.837,-9.299,0.795
04oQzKSDtOXgwhpBazjVY2,0.54,151.405,0.0386,0.0149,1.93e-06,0.653,-7.157,0.765
04pjfS3YIK6gXjxi1zHeZa,0.598,140.078,0.0377,0.00786,0.0,0.498,-6.638,0.0573
04q0uKpOl2bLOiNxezjh7N,0.537,81.019,0.0477,0.59,0.0,0.315,-9.314,0.384
04rKGrwnHZgttxzpjegVFL,0.875,132.067,0.0729,0.0721,0.4,0.416,-4.153,0.329
04rMpRstoJt3uvqyNGKczX,0.208,90.084,0.0316,0.466,2.81e-05,0.59,-13.25,0.293
04rZkq3ihHmGNfKPgBiTX1,0.852,88.028,0.0375,0.302,0.0,0.635,-4.243,0.351
04spFw8MYyF8JtnziscOM7,0.865,180.138,0.362,0.21,0.0,0.479,-4.964,0.83
04tBSM1jLxfYZoPjeWwRbd,0.983,105.026,0.101,0.000387,4.19e-06,0.473,-4.06,0.155
04tXTzDfnvg4Ckco2faTwh,0.449,124.315,0.0903,0.885,0.0,0.807,-6.802,0.965
04ty6HwbPa50ZxzxrMdQQx,0.316,118.764,0.106,0.776,0.00356,0.621,-17.503,0.697
04u9U3bDD9dVZFDDI8v0ME,0.891,87.989,0.034,0.431,0.0,0.643,-3.343,0.933
04uGsEzXnvFxNtZzGzyuqn,0.595,165.116,0.0457,0.00554,0.468,0.379,-10.736,0.347
04vHcLmvQvxbBdgKi7s3C4,0.799,135.908,0.0278,0.085,0.0,0.796,-4.344,0.964
04vKZAQjAl1xiwRpJUwcNi,0.517,91.564,0.73,0.603,2.79e-06,0.573,-10.691,0.643
04w57GO5p1763E44KQ8AKB,0.738,85.873,0.219,0.159,5.71e-05,0.842,-5.114,0.597
04x6DpeFQ72efXsD0DmWPQ,0.428,112.985,0.0262,0.14,0.0,0.543,-8.966,0.173
04x9rTifBUyedVX7HjOW46,0.851,124.991,0.0523,0.000335,0.849,0.813,-10.089,0.322
04xO1gevudj8k7y2wTGTjC,0.422,96.225,0.0712,0.66,0.000992,0.918,-4.506,0.962
04xQwWed0vY358EKV23CkV,0.818,125.99,0.107,0.191,2.35e-05,0.768,-8.048,0.945
04xYrikbiBH39wHO7Sjae0,0.54,142.913,0.0391,0.42,0.0144,0.549,-9.913,0.284
04y7iJXobJhXuxLhC91LAd,0.817,108.185,0.0254,0.0284,9.81e-05,0.64,-5.636,0.772
04yq0RTNbkdVDA2RnnPkAM,0.93,110.011,0.0371,0.187,0.0,0.652,-5.801,0.75
04z8Jp9dEXMwW7SkCYYwWh,0.809,140.27,0.0564,0.00824,0.0,0.498,-4.304,0.401
04zxGiXcmNQ0m9oDXtwo18,0.458,69.352,0.0459,0.876,0.776,0.183,-9.651,0.0661
050iNgNKEUrJboOnH4Jhm6,0.633,148.984,0.0318,0.475,4.29e-06,0.586,-7.688,0.445
051IuBqkMgSU9Pzaki9x3J,0.577,128.989,0.0736,0.00509,0.852,0.786,-14.487,0.34
051urfGQsQOQXSbjIumG9v,0.682,85.872,0.118,0.102,0.0,0.457,-5.244,0.605
0526DaOuV7mRlPKxhMSJKw,0.459,80.085,0.448,0.729,8.35e-06,0.697,-8.498,0.409
052F8G0CyBPKf4sRIrSsft,0.276,180.305,0.0341,0.868,0.0,0.163,-11.179,0.235
052vSBPxqdmYRDlkSPiavc,0.691,95.046,0.0371,0.257,0.0,0.686,-4.616,0.477
053ErGCGPpBtr5T9E32wDC,0.833,87.981,0.0709,0.0114,0.0,0.634,-5.905,0.367
053xKa7PdxQsJNWmBjV0sv,0.596,79.005,0.328,0.0115,1.66e-06,0.836,-7.652,0.843
054oZtOkQztuU2mVTgeUtY,0.694,85.486,0.0413,0.329,0.0,0.673,-6.582,0.465
055qy9CPBFPD4PhC23cULi,0.665,162.871,0.028,0.0162,0.0118,0.395,-6.254,0.287
059kG2MqzZXRUTHDRcV7HF,0.75,105.979,0.0326,0.0313,0.0,0.664,-4.149,0.541
059seYDUmCUfv4KsB5Jc6H,0.855,127.979,0.0379,0.0209,0.000393,0.569,-2.495,0.239
05A8DzxwgUGyVWQ1Zc5YoV,0.65,92.01,0.0427,0.179,0.000283,0.584,-6.481,0.491
05AXwekEtlEQtIShshh7aY,0.481,130.034,0.26,0.276,0.00075,0.858,-8.096,0.402
05ApEAT889haImO4kMB6Z1,0.784,120.985,0.122,0.589,1.89e-05,0.965,-4.287,0.872
05BDasfCA4TNR3HbMjSpgM,0.717,114.952,0.326,0.138,0.0,0.747,-6.043,0.472
05BJQUM4bATKGFheqrC6CW,0.629,146.328,0.055,0.0619,0.506,0.581,-7.56,0.63
05BZqk1isq8JZfyqwfc87U,0.227,149.915,0.0359,0.922,2.43e-05,0.623,-13.762,0.26
05BgC2247XGi8ySwBzOO0o,0.766,139.999,0.05,0.606,0.0,0.54,-4.478,0.435
05BjbsGWP4UczpeL6ObGr4,0.478,131.689,0.0276,0.624,7.07e-05,0.595,-7.207,0.167
05BkWRVy0cubbSnsyzw2lu,0.356,115.613,0.0282,0.201,0.0132,0.386,-9.875,0.18
05BtN8RrrRQdmNnGTX9cHo,0.712,158.728,0.0413,0.0641,1.55e-05,0.7,-6.424,0.722
05CE2mvaIBPMCHuCfzYIzs,0.462,119.124,0.0404,0.761,0.0,0.557,-7.093,0.551
05CrK6Q5VGtfPDtyQFJ4Kf,0.526,85.024,0.0251,0.0724,0.0,0.512,-5.44,0.249
05DejmhRYCktQogzOVX1H9,0.834,161.788,0.0341,0.0735,6.42e-06,0.491,-5.101,0.561
05Df7D0lZhWxg8ORjY9D9Q,0.529,139.966,0.0339,0.0214,0.00109,0.666,-7.45,0.354
05E1O0BB7rJZ9WYV0ceXr3,0.251,81.009,0.0429,0.0741,0.785,0.745,-12.14,0.0823
05E73gk08h7ECa4RjvcYwB,0.3,79.901,0.0508,0.729,7.83e-06,0.249,-14.117,0.223
05FTszdgQA6GWxAcVIV81a,0.779,90.03,0.239,0.176,0.00233,0.591,-8.174,0.421
05Gl6icUFlw1wEQNhihGFW,0.881,127.048,0.0285,0.000698,7.11e-05,0.683,-5.797,0.849
05Hkho05JEQwjsK2UrdhFU,0.802,97.971,0.0654,0.278,0.00562,0.595,-8.439,0.412
05HulaXfgFYHC9DZWxL4rb,0.829,142.921,0.082,0.00171,0.297,0.292,-8.179,0.341
05J5ZjjuCxBeRpCsWuCSrC,0.506,100.056,0.0435,0.0354,0.00463,0.757,-7.348,0.607
05JRk1KS7BaSuvkn8L8Ps0,0.664,122.888,0.0331,0.00552,0.0,0.735,-5.297,0.578
05KOgYg8PGeJyyWBPi5ja8,0.491,141.979,0.439,0.0681,0.0,0.736,-6.892,0.203
05KeRMxuutPAe5JOVlzZi3,0.819,127.998,0.0314,0.0997,0.00146,0.601,-6.13,0.297
05LCfd8s9n2teUcsTsBAnr,0.856,180.048,0.262,0.0534,3.93e-05,0.672,-5.537,0.641
05LTrpC9z6YpTPmaeGC9kQ,0.471,139.957,0.0377,0.309,0.0577,0.392,-10.518,0.382
05LoBwiXyb1sx3xV3S3tEd,0.748,119.994,0.0305,0.0341,0.000105,0.71,-6.244,0.38
05MGzkCp90WjBzEbdWkbed,0.87,122.994,0.0323,0.038,1.63e-06,0.766,-5.316,0.414
05MPMLLB6v6hLTPiuyEun1,0.132,94.572,0.0276,0.962,0.0461,0.36,-19.544,0.346
05MlxuWlhxldmYkK0POyVn,0.94,108.036,0.135,0.148,0.0,0.734,-3.843,0.555
05Mqo86LTHNsT1Cst5SpWQ,0.771,96.111,0.224,0.00495,1.89e-06,0.552,-6.96,0.5
05NRKMTDuXA5ehLLe0wtL0,0.981,149.955,0.163,0.000537,0.0,0.424,-2.749,0.0992
05Oo11YMZ1ORYWcNSFxsSW,0.701,120.045,0.0294,0.0466,0.000578,0.768,-7.988,0.414
05PIJWWaYGCF4cMk5sHQPR,0.912,101.902,0.062,0.0839,6.57e-05,0.666,-5.342,0.647
05PxNZJfr9OTpCo2JjH0xe,0.0924,109.826,0.0328,0.924,0.728,0.524,-20.238,0.155
05Q8DT8pyXJrxI6kCLzjdh,0.762,91.009,0.0575,0.0202,0.0,0.742,-4.043,0.367
05QIrDQGgKJXoLBGdTz1D3,0.567,184.745,0.0478,0.699,0.00462,0.635,-10.705,0.372
05QSDZtP1LvAfuSuS0A98v,0.426,142.126,0.0351,0.305,0.000261,0.481,-8.73,0.471
05RC4CgSTyTMBWGqvrDrtD,0.435,120.106,0.351,0.568,0.0,0.872,-9.329,0.361
05Rdg52eBYVUy5A55rnz39,0.695,167.966,0.0348,0.0818,0.0,0.388,-2.4,0.778
05Rfe1OszkbA4LX5aI2FgQ,0.746,169.846,0.115,0.0244,0.0,0.656,-4.309,0.59
05RgAMGypEvqhNs5hPCbMS,0.978,141.167,0.108,0.00122,4.75e-05,0.526,-5.436,0.451
05SZ279Bnz9Zst21BMoZWg,0.559,126.046,0.0438,0.202,2.16e-06,0.835,-8.09,0.751
05Sgj1Hx03ZXc57gsV1kfX,0.577,84.003,0.0612,0.0986,0.0,0.888,-7.702,0.609
05Sr3aEq5SEbhfrUIPGgMv,0.881,124.09,0.14,0.406,0.0,0.663,-4.731,0.801
05TOTdlMwnIi9PJZmOsLGA,0.53,170.134,0.0736,0.421,0.961,0.483,-10.077,0.519
05TXvkUBQ4HyLTFfRmegtl,0.56,123.979,0.0323,0.462,0.837,0.592,-10.84,0.225
05Txr7yTFrHDGvaZt4psm3,0.283,178.442,0.0331,0.969,0.00142,0.337,-12.308,0.55
05U9c8s9N8YUXNzGv3k4c7,0.687,200.035,0.0531,0.159,0.0,0.326,-3.785,0.554
05V41o1tcR0o9qcTsz3lsU,0.987,120.009,0.0578,0.000305,0.809,0.517,-3.625,0.356
05VHidqx1tV6V7MsCdAIby,0.927,171.4,0.43,0.0508,0.0,0.551,-2.263,0.839
05X6aMCQR09E6smUmw9qms,0.421,83.425,0.0285,0.214,0.0,0.296,-8.891,0.335
05XkaRvGIt5LtllUuhMAKA,0.728,143.885,0.0377,0.000924,0.00237,0.574,-7.267,0.373
05XsaFSfkfX1gp1B8McXen,0.952,140.035,0.059,0.0246,0.00137,0.533,-3.468,0.497
05YPoLB5jbvGwy1o331LrS,0.372,114.079,0.0274,0.835,0.842,0.608,-9.85,0.465
05Ys9ptkSBMhRY3j2PPivS,0.71,90.983,0.0275,0.00527,0.000581,0.725,-4.665,0.965
05YwALjyQxPbpxKAATQtbU,0.406,96.016,0.57,0.214,0.0,0.653,-9.705,0.263
05Z4eQ7llqucxW1BMeGOVR,0.924,87.854,0.339,0.216,0.0,0.658,-2.015,0.644
05Z77MHLPcBA2Wd5eDSJzl,0.851,114.948,0.0443,4.46e-05,1.97e-05,0.556,-2.981,0.271
05ZACkzW8YbRq3eFgIfSNB,0.809,104.023,0.0255,0.1,9.77e-05,0.692,-5.935,0.927
05ZBAxwvMvypk0xSt23Lmp,0.82,139.632,0.214,0.0981,0.0,0.434,-4.333,0.524
05Zl22TnA1LLWJiXeRyX3t,0.959,171.121,0.0569,2.79e-05,0.0128,0.278,-5.195,0.23
05a2I8wz6YMMRPUOSykNHU,0.662,130.201,0.028,0.102,0.664,0.504,-8.336,0.358
05aCSi3QAay8bgaqOBcvnS,0.635,82.044,0.0663,0.0156,0.0,0.744,-6.926,0.519
05aOhqraGCEElAG5vvAtN5,0.836,105.991,0.0327,0.301,3.23e-05,0.646,-6.203,0.727
05b2I4nXyjvuyPXzRkD4la,0.542,150.206,0.0383,0.000312,0.000542,0.368,-11.359,0.104
05bhmaAD1urZnQMWNd6p3S,0.597,102.108,0.257,0.236,0.0,0.745,-10.422,0.842
05bnEv2dpFzmGVLGdjD9UP,0.0279,84.902,0.0588,0.859,0.0892,0.57,-22.282,0.28
05c0LG7DakbvX0gYbBHjPP,0.979,173.982,0.134,0.00146,2.68e-06,0.409,-2.107,0.201
05dL7chWJaVjMJnGO1YCKk,0.795,128.959,0.0379,0.0664,2.89e-06,0.542,-3.131,0.251
05eWvAS5Cxy4sHjlIDofyB,0.462,80.001,0.03,0.279,0.196,0.532,-10.71,0.485
05f3hcnTKobPpDyzyfd84y,0.0589,82.131,0.0456,0.993,0.868,0.202,-24.171,0.157
05f8Hg3RSfiPSCBQOtxl3i,0.766,142.914,0.0329,0.00217,0.52,0.271,-8.03,0.803
05fHQeRbCSjKVS6z0WbQKJ,0.721,164.252,0.0402,0.187,7.41e-06,0.572,-8.959,0.844
05fJ3fx7wnU34g556UDqGH,0.813,163.268,0.0334,0.00864,0.911,0.513,-5.329,0.368
05go6bBS3fbZbXC2p8xTfW,0.633,93.381,0.161,0.00491,6.95e-06,0.545,-6.196,0.361
05iEpHzk10XCfesFglAnlZ,0.821,106.592,0.138,0.0436,0.336,0.34,-7.727,0.333
05iMQqncVBIm4AE26EvaTL,0.585,116.994,0.0285,0.3,0.0,0.77,-8.06,0.912
05iNNBOYgTXTorF8sbsqzZ,0.639,79.999,0.138,0.00111,0.0,0.796,-8.265,0.711
05jHFnv6I9aOij4uipICJe,0.586,129.18,0.333,0.28,3.01e-06,0.639,-6.278,0.869
05jNrrouvvb07kGZ75ML2q,0.839,115.341,0.28,0.0111,0.0,0.746,-6.204,0.336
05k0JUkZjGB7VRaOb0gqFr,0.651,153.514,0.0795,0.789,0.0,0.498,-9.44,0.695
05k40oRJ58mQBJSAz0FkLI,0.372,98.549,0.0299,0.785,0.00154,0.613,-13.051,0.697
05kIfJwnJ2EMhF1vVE6LGq,0.533,146.571,0.0326,0.00913,0.437,0.466,-9.419,0.257
05kVyNUR9uibHta4jcGTTv,0.72,122.011,0.037,0.126,0.347,0.729,-6.692,0.0389
05l55Q5FpHrMs06JoYcmrR,0.664,124.944,0.0802,0.141,0.0,0.885,-5.247,0.366
05mlGXaZieja1IT8LOK9FA,0.936,146.933,0.0503,0.000566,1.9e-06,0.427,-5.679,0.494
05nbZ1xxVNwUTcGwLbp7CN,0.398,80.032,0.171,0.648,1.26e-06,0.749,-7.44,0.0859
05nzQRqCZ36DTDCbUb25Qa,0.836,102.754,0.0331,0.283,0.0,0.623,-5.983,0.69
05oETzWbd4SI33qK2gbJfR,0.49,129.012,0.0296,0.111,0.0946,0.723,-14.745,0.795
05oFyvdztPdpwSwpoclD4c,0.684,120.269,0.0329,0.088,0.156,0.635,-11.687,0.892
05oUW8KwsFCCGn5GimwWpo,0.885,151.956,0.0933,0.00486,0.0,0.228,-5.893,0.565
05pb8dH59dbrFCl7HaBntO,0.549,107.382,0.0793,0.181,1.25e-06,0.668,-8.618,0.323
05qCCJQJiOwvPQBb7akf1R,0.868,149.042,0.047,6.54e-05,0.0,0.426,-3.702,0.402
05quYx9JXaDX7CGLpZA62V,0.361,123.144,0.039,0.986,0.238,0.315,-12.534,0.458
05rJdH2MRLJ3sQoEUO78qs,0.775,180.054,0.0887,0.0117,0.191,0.695,-5.041,0.869
05rcuAHoBXDaPNUHGtARsy,0.822,164.345,0.0532,0.0553,0.0,0.605,-2.918,0.893
05roD4SnLrNnwXTwMZRUKS,0.197,140.466,0.0341,0.921,0.00077,0.289,-18.424,0.584
05t7Ivn2ZrTxcz2842Qs7f,0.929,106.655,0.101,0.0115,0.0,0.413,-4.105,0.235
05tFLPSXJ1BbqIXy4Jeqfh,0.299,119.487,0.131,0.383,0.752,0.476,-17.997,0.384
05tn6MGYoFRaXPYQpZmPcc,0.904,172.168,0.0736,1.92e-05,0.0,0.293,-4.155,0.294
05txUVS40sxo3exRorusQB,0.695,123.99,0.0684,0.049,0.0254,0.78,-6.976,0.763
05uGBKRCuePsf43Hfm0JwX,0.265,133.568,0.0302,0.0732,0.341,0.324,-13.398,0.208
05uPmzs0ppVw5G3YHpMv2g,0.93,172.084,0.271,0.0036,0.0524,0.699,-2.012,0.604
05uc59SgLKyj1icld2N3uF,0.468,135.126,0.0295,0.162,0.0,0.485,-8.566,0.125
05umnFBDeAATXpYGSGzI91,0.48,66.709,0.0335,0.516,0.0,0.2,-6.403,0.519
05uxoqHx5kmfsu8r5jeT11,0.614,159.963,0.064,0.0569,0.129,0.522,-7.012,0.156
05v2DdjWM1FrOXLJcrbHik,0.889,110.037,0.0369,0.0286,3.35e-06,0.787,-4.125,0.293
05vms8fFZ4KG2J6U6cJ59I,0.475,149.853,0.0444,0.669,0.0,0.722,-5.676,0.964
05wFHt1ZAsFU8GKbHV7nxo,0.746,116.986,0.0481,0.0148,4.42e-06,0.655,-6.876,0.675
05wIrZSwuaVWhcv5FfqeH0,0.869,109.902,0.037,0.0116,0.173,0.596,-11.97,0.944
05wbsMDvcaD56O4SnESOaJ,0.495,126.12,0.0332,0.0584,0.0,0.749,-8.456,0.645
05x2GKR3eEzPNglTIkAwVL,0.769,132.074,0.0395,0.0355,0.00142,0.744,-8.674,0.95
05xXsXAepy7vSMP3O0SMtX,0.661,127.94,0.0372,0.0966,0.000126,0.496,-3.753,0.246
05xdd5n4gmiF2HbjKXWNk8,0.489,143.816,0.104,0.0165,0.00165,0.903,-4.825,0.36
05y63nsti7WpAVys68ADwi,0.718,123.77,0.0742,0.000739,0.0529,0.437,-8.052,0.241
05yBRpVuSkNNmYEsKImaBV,0.594,97.067,0.0466,0.474,0.0,0.265,-5.772,0.199
05yvmRPtgoNFWWNtN3s3DN,0.852,169.915,0.0432,0.00136,4.17e-06,0.346,-3.981,0.322
060WwU9cva7KOpMhZAJjT6,0.882,123.609,0.0494,0.00121,0.0699,0.38,-5.627,0.418
0637ix1edWOCcpAcqGpMKB,0.936,101.487,0.0744,0.00747,0.0,0.5,-4.521,0.158
063vnKUM9woKyTGWTF30Nb,0.449,130.034,0.0331,0.0191,0.16,0.715,-6.292,0.246
064NEtcV4JQqGxAtfqvRfI,0.666,129.998,0.0568,0.159,0.0,0.745,-5.899,0.709
064Pxxxs8YoqISrSloXN5T,0.555,135.766,0.0297,0.229,0.000138,0.403,-5.688,0.279
064SVQsmWl5EF0zahmzkQk,0.553,109.071,0.0316,0.0611,7.16e-06,0.679,-14.687,0.946
064f5bVqvQZsNIsnnBUXAS,0.534,124.024,0.279,0.163,0.000347,0.882,-7.231,0.395
065CI94mu3IZwqPU4BX4Cb,0.898,187.917,0.0915,0.146,0.0,0.565,-2.956,0.962
065EaHZgvPiz934mznrj4P,0.572,150.111,0.0903,0.0195,0.0,0.733,-6.539,0.159
065JpMm3wBounTRtaoqVyS,0.614,141.99,0.0432,0.0411,0.0,0.434,-6.35,0.196
065KxjTN25jrlGiWPKprsb,0.949,94.843,0.069,0.0222,0.000128,0.507,-5.393,0.47
065LHZtJbXDZNAaQ2wQ5Sd,0.506,130.004,0.225,0.026,5.82e-05,0.867,-10.164,0.0711
065aXD9TzhPmwlfSIQnp1T,0.195,90.594,0.0415,0.986,0.897,0.521,-20.515,0.239
0665AisJV44X9xwZP3zN2v,0.152,126.317,0.0333,0.941,0.91,0.305,-17.391,0.449
066GCzDJPSsX8DtpxKhb4w,0.918,135.703,0.114,0.00424,0.0,0.408,-3.688,0.488
066H3CmDCFuQU1fwsecCDc,0.613,141.286,0.0405,0.231,0.0,0.4,-4.697,0.567
066nVSMAHBa3UxtE1m4c2j,0.896,94.014,0.0369,3.09e-05,0.0127,0.574,-5.302,0.773
067Wlo50RlsfYcArXGiD0N,0.926,120.006,0.0911,1.38e-05,0.00192,0.497,-4.241,0.197
0685F40CUzVJMbvKkEdlKa,0.686,89.942,0.0358,0.581,0.0,0.442,-9.22,0.501
068FF1fJiNCyeYkQvDTntw,0.579,142.319,0.0282,0.219,0.0,0.349,-6.429,0.36
068LmtzI6xJJDPfPnMje0U,0.874,125.017,0.0428,0.00476,0.0192,0.602,-5.906,0.612
068SnuV1qOUC4YBlN8HM0n,0.616,125.061,0.0381,0.0368,0.0,0.758,-4.066,0.597
0694ymW8fH9wt0yewC74Ia,0.375,127.446,0.0359,0.742,0.248,0.296,-15.221,0.287
069VGijrAsQVSY9ihFv1Px,0.906,135.96,0.0477,0.0174,0.0,0.75,-5.028,0.562
069deq5woglvUnWok4MqTe,0.935,195.012,0.157,0.000204,0.0,0.199,-3.471,0.637
069xOXmb7oa81j9ARhq88Z,0.552,99.936,0.263,0.145,0.0029,0.772,-8.695,0.286
06A0R2235eGFfyqHbvSSBc,0.976,163.026,0.154,0.00088,0.0,0.443,-4.071,0.499
06AVpLCcfRBHuDyQosPfR3,0.746,135.935,0.0312,0.0516,0.0,0.506,-5.369,0.227
06B0pbiRWZJAfxJXu6R4wY,0.736,197.952,0.141,0.242,8.02e-06,0.571,-8.697,0.481
06BIpAIF23apHc54eHKtK5,0.789,160.1,0.114,0.00757,0.0264,0.577,-7.537,0.624
